"shapeid","x","y","house_num","special_co","streetname"
"2092","-73.7516967399","40.775020831","235-019","B","35 AVENUE"
"2093","-73.7473260109","40.7761177699","240-034","B","34 AVENUE"
"2094","-73.7484915643","40.7752227727","260","B","35 AVENUE"
"2095","-73.7516349752","40.7750311351","121","B","35 AVENUE"
"2096","-73.9360349685","40.7495663774","29-042","B","NORTHERN BOULEVARD"
"2097","-73.8854827326","40.7171621811","69-081","B","63 AVENUE"
"2098","-73.9561717919","40.5885145224","2555","B","SHEEPSHEAD BAY ROAD"
"2099","-73.8069643103","40.7817615666","18-041","B","CLINTONVILLE STREET"
"2100","-73.7508223254","40.7747778277","35-002","B","237 STREET"
"2101","-73.8576050417","40.8320214851","1976","B","EAST 177 STREET"
"2102","-73.8983717141","40.7267400562","66-008","B","56 AVENUE"
"2103","-73.8319692672","40.6566451633","100-016","B","VAN DER LINN STREET"
"2104","-73.8965944955","40.634275","1532","B","EAST 92 STREET"
"2105","-73.749312741","40.7779113709","316","B","GROSVENOR ROAD"
"2106","-73.8356006512","40.8749850169","3139","B","NEW ENGLAND THRUWAY"
"2107","-74.0063669881","40.6257631555","1162","B","68 STREET"
"2108","-73.7492901244","40.7779150133","316","B","31 AVENUE"
"2109","-73.7505573303","40.7755970664","206","B","34 AVENUE"
"2110","-73.8170032626","40.6087878564","124","B","6 ROAD"
"2111","-73.7824926283","40.7677430868","34-016","B","206 STREET"
"2112","-73.8230409571","40.6018151211","58","B","16 ROAD"
"2113","-73.8908362522","40.7252775949","70-018","B","58 ROAD"
"2114","-73.8165159229","40.827563421","636","B","THROGS NECK EXPRESSWAY SR"
"2115","-73.8975960653","40.8245298152","1022","B","EAST 165 STREET"
"2116","-73.9518187885","40.5841701486","3350","B","SHORE PARKWAY SR SOUTH"
"2117","-73.8067566934","40.8189904311","4237","B","EAST 177 STREET"
"2118","-74.0072706872","40.6266648422","1113","B","68 STREET"
"2119","-73.8491940474","40.8294519665","2230","B","EAST 177 STREET"
"2120","-73.8172374694","40.5848487705","173","B","CROSS BAY PARKWAY"
"2121","-73.7508206289","40.7765621861","237-013","B","33 AVENUE"
"2122","-73.8230198244","40.7257173061","141-013","B","72 ROAD"
"2123","-73.8356272876","40.8750356658","3141","B","NEW ENGLAND THRUWAY"
"2124","-73.8580962539","40.8321634786","1962","B","EAST 177 STREET"
"2125","-73.8091057408","40.7717976964","154-021","B","BAYSIDE AVENUE"
"2126","-73.8170457045","40.828220392","656","B","THROGS NECK EXPRESSWAY SR"
"2127","-73.9846732065","40.7379276364","40","B","GRAMERCY PARK"
"2128","-73.8306765442","40.7651935713","34-047","B","LINDEN STREET"
"2129","-73.948838461","40.5972911338","2200","B","AVENUE V"
"2130","-73.8198416806","40.6715836431","113-022","B","109 AVENUE"
"2131","-73.8318777062","40.7089996708","121-017","B","82 DRIVE"
"2132","-73.9521793786","40.5841298025","3338","B","SHORE PARKWAY SR SOUTH"
"2133","-73.7738953186","40.7506741591","50-035","B","205 STREET"
"2134","-73.7724156445","40.7476216644","56-031","B","205 STREET"
"2135","-73.8887344119","40.7660357719","80-010","B","GRAND CENTRAL PARKWAY"
"2136","-73.9606204308","40.8185663006","711","B","DR M L KING JR BOULEVARD"
"2137","-73.8323906893","40.6564132273","11","B","VAN DER LINN STREET"
"2138","-73.7300581894","40.6648467817","248-004","B","OCEAN AVENUE"
"2139","-73.8063880126","40.7819323723","18-029","B","CLINTONVILLE STREET"
"2140","-73.8613896392","40.709840997","89-004","B","73 AVENUE"
"2141","-73.8296940758","40.790818688","31","B","BOULEVARD"
"2142","-73.8453587104","40.7905192822","7-011","B","122 STREET"
"2143","-73.7970540311","40.6873930664","111-017","B","LIVERPOOL STREET"
"2144","-73.7471632935","40.7771709746","359","B","33 AVENUE"
"2145","-73.7677832835","40.6972905891","186-015","B","114 AVENUE"
"2146","-73.7777586605","40.7618722963","40-019","B","207 STREET"
"2147","-73.8625171925","40.7185543473","85-022","B","FLEET STREET"
"2148","-73.7757028663","40.7559398732","46-011","B","CLEARVIEW EXPRESSWAY"
"2149","-73.7486086314","40.7755702175","34-018","B","240 STREET"
"2150","-73.7784254956","40.7147246747","87-014","B","DALNY ROAD"
"2151","-73.8092321453","40.6864929139","134-020","B","HAWTREE CREEK ROAD"
"2152","-73.8185857408","40.6064011445","20","B","9 ROAD"
"2153","-73.745218822","40.7704422286","12","B","DEPEW AVENUE"
"2154","-73.7781039179","40.7147701264","87-015","B","DALNY ROAD"
"2155","-73.7724383255","40.7476680401","56-029","B","205 STREET"
"2156","-73.844862304","40.7184909147","3","B","GREENWAY SOUTH"
"2157","-74.0040144854","40.6242977758","1270","B","68 STREET"
"2158","-74.0093339741","40.6275973131","1030","B","68 STREET"
"2159","-73.7294599976","40.6643124812","139-045","B","OCEAN AVENUE"
"2160","-73.751073872","40.7811180952","240-008","B","26 AVENUE"
"2161","-73.7524535387","40.7783997888","236-002","B","30 AVENUE"
"2162","-73.7499094099","40.7718277404","236-016","B","HILLSIDE AVENUE"
"2163","-73.752215605","40.7808322455","7","B","27 AVENUE"
"2164","-73.7527900578","40.7787923403","19","B","30 AVENUE"
"2165","-74.001761024","40.7640628076","555","B","12 AVENUE"
"2166","-73.7998018666","40.8848897507","45","B","ELM TREE LANE"
"2167","-73.8428398514","40.8413204927","66","B","WESTCHESTER SQUARE"
"2168","-73.8062983794","40.8188066269","4251","B","EAST 177 STREET"
"2169","-73.7449842896","40.6026801022","827","B","DORIS LANE"
"2170","-73.9082650815","40.7697558716","41-002","B","FRANKFORT AVENUE"
"2171","-73.8301840188","40.7048498158","83-026","B","122 STREET"
"2172","-73.8173157965","40.5854417026","197","B","CROSS BAY PARKWAY"
"2173","-73.9176285494","40.5604423194","10-007","B","BAYSIDE STREET"
"2174","-73.8356879471","40.8751917784","3147","B","NEW ENGLAND THRUWAY"
"2175","-73.8355793901","40.6781925652","103-004","B","109 AVENUE"
"2176","-73.8093216245","40.6864658736","134-018","B","HAWTREE CREEK ROAD"
"2177","-73.7490241421","40.7761669796","237-049","B","34 AVENUE"
"2178","-73.8285475576","40.7901057376","35","B","CENTER DRIVE"
"2179","-74.0021380251","40.6232350683","1354","B","68 STREET"
"2180","-73.7757589466","40.7560722307","46-005","B","CLEARVIEW EXPRESSWAY"
"2181","-73.747932051","40.7777391749","351","B","32 AVENUE"
"2182","-73.821315063","40.6018115521","19","B","16 ROAD"
"2183","-74.006055305","40.6255585608","1176","B","68 STREET"
"2184","-73.834389945","40.7591961008","37-033","B","LAWRENCE STREET"
"2185","-73.8066648717","40.8173738952","4256","B","THROGS NECK EXPRESSWAY"
"2186","-73.7470911138","40.7761644021","336","B","34 AVENUE"
"2187","-73.7880553908","40.7870484389","13-032","B","ROBIN LANE"
"2188","-73.8452504012","40.5812652235","123-005","B","BEACH CHANNEL DRIVE"
"2189","-73.778873258","40.700856344","108-001","B","177 STREET"
"2190","-73.801690314","40.8853912918","5","B","ELM TREE LANE"
"2191","-73.8355565357","40.8747130896","3131","B","NEW ENGLAND THRUWAY"
"2192","-73.8198555262","40.8316523293","856","B","THROGS NECK EXPRESSWAY SR"
"2193","-73.7389990927","40.7705035536","42-012","B","250 STREET"
"2194","-74.1311218529","40.6126995864","960","B","JEWETT AVENUE"
"2195","-73.8489958067","40.8295012509","2236","B","EAST 177 STREET"
"2196","-74.1156602777","40.6074079727","519","B","SLOSSON AVENUE"
"2197","-73.981340017","40.6424981026","25","B","STORY COURT"
"2198","-74.1017500884","40.5588374168","6","B","CEDAR GROVE BEACH PLACE"
"2199","-74.2118040684","40.5486990667","112","B","ARROWOOD COURT"
"2200","-74.2119214689","40.5490011654","100","B","ARROWOOD COURT"
"2201","-74.1860512498","40.5322671243","234","B","BILLIOU STREET"
"2202","-74.16127734","40.5279013591","17","B","BOARDWALK AVENUE"
"2203","-74.1611874883","40.5279299628","15","B","BOARDWALK AVENUE"
"2204","-73.7751639339","40.7157119611","187-021","B","87 DRIVE"
"2205","-73.7508925894","40.7744522532","235-039","B","36 AVENUE"
"2206","-73.749048961","40.7761616473","259","B","34 AVENUE"
"2207","-73.8300627691","40.7051391502","83-016","B","122 STREET"
"2208","-73.7595035689","40.5967479805","304","B","BEACH 26 STREET"
"2209","-73.762851079","40.6004029555","25-020","B","DICKENS STREET"
"2210","-73.845816148","40.7815636189","20-001","B","122 STREET"
"2211","-73.748306118","40.7769905797","240-021","B","33 AVENUE"
"2212","-73.8068566927","40.6872696024","138-014","B","HAWTREE CREEK ROAD"
"2213","-73.7425690512","40.76007948","240-022","B","HANFORD STREET"
"2214","-73.7830136332","40.7688166063","33-024","B","206 STREET"
"2215","-73.7467964678","40.7779906067","31-018","B","DOUGLAS ROAD"
"2216","-73.7467262763","40.7758198255","240-041","B","35 AVENUE"
"2217","-73.7514387702","40.7761092692","33-002","B","237 STREET"
"2218","-73.8460282898","40.787592404","12-002","B","COLLEGE POINT BOULEVARD"
"2219","-73.738902964","40.7683223694","43-036","B","MARATHON PARKWAY"
"2220","-73.7495835959","40.7778735476","240-018","B","31 AVENUE"
"2221","-73.7475317862","40.778187576","372","B","31 AVENUE"
"2222","-73.7505164445","40.5977327153","16-019","B","PLAINVIEW AVENUE"
"2223","-73.7721075061","40.7469725581","56-059","B","205 STREET"
"2224","-73.7533368683","40.7771701236","235-036","B","32 AVENUE"
"2225","-73.9866639193","40.7384344484","2","B","GRAMERCY PARK"
"2226","-73.9993135227","40.621890302","1473","B","68 STREET"
"2227","-74.0072115976","40.626243855","1128","B","68 STREET"
"2228","-73.8880224643","40.8658164551","2741","B","DECATUR AVENUE"
"2229","-74.0027042555","40.6238424275","1321","B","68 STREET"
"2230","-73.8190386714","40.8305860304","810","B","THROGS NECK EXPRESSWAY SR"
"2231","-73.8199664522","40.8317829123","862","B","THROGS NECK EXPRESSWAY SR"
"2232","-73.9914636965","40.7357792802","11","B","UNION SQUARE"
"2233","-73.7505448182","40.7777020441","237-028","B","31 AVENUE"
"2234","-73.9076890225","40.6432190823","9036","B","BAY VIEW AVENUE"
"2235","-73.7795822213","40.7650018944","36-033","B","207 STREET"
"2236","-73.7437794004","40.658647991","240-015","B","EDGEWOOD STREET"
"2237","-73.7715363787","40.7457831095","58-041","B","205 STREET"
"2238","-73.9625064629","40.6176138786","1206","B","CHESTNUT AVENUE"
"2239","-73.956451934","40.7076672054","336","B","BROADWAY"
"2240","-73.8356054487","40.8740496595","3107","B","NEW ENGLAND THRUWAY"
"2241","-73.7975506356","40.6883994384","110-025","B","LIVERPOOL STREET"
"2242","-73.8453649031","40.7903168701","7-017","B","122 STREET"
"2243","-73.7520450986","40.7779853414","119","B","31 AVENUE"
"2244","-73.8076054206","40.6822255101","114-001","B","134 STREET"
"2245","-73.7534562166","40.7782602068","235-015","B","31 AVENUE"
"2246","-73.7546069605","40.7764854605","235-002","B","32 ROAD"
"2247","-73.7480479566","40.7781296607","350","B","GROSVENOR ROAD"
"2248","-73.749550211","40.7764715276","248","B","33 AVENUE"
"2249","-73.8167015484","40.6066193532","207","B","9 ROAD"
"2250","-73.8527421282","40.8305452454","2114","B","EAST 177 STREET"
"2251","-73.8167180095","40.8227457072","481","B","THROGS NECK EXPRESSWAY SR"
"2252","-74.0086677555","40.6272024789","1058","B","68 STREET"
"2253","-73.8251739736","40.7908088694","144-035","B","CENTER DRIVE"
"2254","-73.8059131623","40.7868341672","156-001","B","15 AVENUE"
"2255","-73.8605735726","40.7194791563","85-077","B","FLEET STREET"
"2256","-73.7471009192","40.7784385358","31-007","B","DOUGLAS ROAD"
"2257","-73.7524668964","40.7755726394","236-005","B","34 AVENUE"
"2258","-73.990692023","40.7368446106","35","B","UNION SQUARE"
"2259","-74.0001248444","40.6221072342","1442","B","68 STREET"
"2260","-73.7755004576","40.7153252842","187-012","B","87 DRIVE"
"2261","-73.7488652937","40.7790344535","359","B","DOUGLAS ROAD"
"2262","-73.8435267633","40.8407396298","21","B","WESTCHESTER SQUARE"
"2263","-73.8453497325","40.7897111886","8-011","B","122 STREET"
"2264","-73.8109925833","40.5916037273","2","B","BAYSIDE DOCK"
"2265","-73.956172872","40.5885303066","2551","B","SHEEPSHEAD BAY ROAD"
"2266","-73.8418401448","40.8403649504","118","B","WESTCHESTER SQUARE"
"2267","-73.8435303178","40.8401386056","12","B","WESTCHESTER SQUARE"
"2268","-73.749823692","40.7802433035","349","B","28 AVENUE"
"2269","-73.7755566367","40.7510865833","50-002","B","204 STREET"
"2270","-73.8444560834","40.7173432823","61","B","72 AVENUE"
"2271","-73.7530420551","40.7758843129","235-016","B","33 AVENUE"
"2272","-74.0052628031","40.7558453878","324","B","12 AVENUE"
"2273","-73.8867164773","40.7345383001","74-041","B","CALAMUS AVENUE"
"2274","-73.7507029111","40.7773056342","237-025","B","32 AVENUE"
"2275","-73.7505837703","40.7797809533","240-026","B","28 AVENUE"
"2276","-73.985865719","40.737411625","22","B","GRAMERCY PARK"
"2277","-73.8212051616","40.6030546328","22","B","14 ROAD"
"2278","-74.0092630626","40.627832842","1023","B","68 STREET"
"2279","-73.8525019005","40.8304738624","2122","B","EAST 177 STREET"
"2280","-73.7865222518","40.7139541776","86-044","B","178 STREET"
"2281","-73.8221511298","40.6045469053","48","B","12 ROAD"
"2282","-73.8951304053","40.7484483518","37-001","B","70 STREET"
"2283","-73.9562853853","40.5894258401","2517","B","SHEEPSHEAD BAY ROAD"
"2284","-73.8145814569","40.7534099607","146-020","B","46 AVENUE"
"2285","-73.9115618185","40.8198047369","752","B","BROOK AVENUE"
"2286","-73.7616767942","40.6980507716","191-016","B","114 AVENUE"
"2287","-73.7757557866","40.7516128856","48-044","B","204 STREET"
"2288","-73.7512923458","40.7779568257","203","B","GROSVENOR ROAD"
"2289","-73.750979645","40.7776540628","214","B","31 AVENUE"
"2290","-73.772460507","40.7477133982","56-027","B","205 STREET"
"2291","-73.8455087444","40.7875480398","11-015","B","122 STREET"
"2292","-73.8224843446","40.6047382346","55","B","12 ROAD"
"2293","-73.7385729569","40.7752283987","74","B","NASSAU ROAD"
"2294","-73.7501001277","40.7721380964","2","B","HILLSIDE AVENUE"
"2295","-73.8166472677","40.6088130039","125","B","6 ROAD"
"2296","-73.7690015108","40.6970176237","185-011","B","114 AVENUE"
"2297","-73.9025466948","40.725541066","61-046","B","55 DRIVE"
"2298","-73.8046283184","40.786694678","157-011","B","15 AVENUE"
"2299","-73.7521119502","40.7804558347","235-022","B","27 AVENUE"
"2300","-73.8146492609","40.7533644255","146-016","B","46 AVENUE"
"2301","-73.7498139499","40.7767237016","237-041","B","33 AVENUE"
"2302","-73.7500155268","40.776388166","232","B","33 AVENUE"
"2303","-73.855653768","40.8097828419","213","B","SOUNDVIEW AVENUE"
"2304","-73.8091561836","40.8197706275","4161","B","EAST 177 STREET"
"2305","-73.819531174","40.8311933252","834","B","THROGS NECK EXPRESSWAY SR"
"2306","-73.7779873926","40.7535805195","202-029","B","ROCKY HILL ROAD"
"2307","-73.7758614714","40.755405725","46-028","B","CLEARVIEW EXPRESSWAY"
"2308","-74.0087901461","40.6272739822","1052","B","68 STREET"
"2309","-73.7597633704","40.6985457968","194-018","B","114 AVENUE"
"2310","-73.8515020304","40.8301947507","2160","B","EAST 177 STREET"
"2311","-73.8174053016","40.7162023404","81-019","B","GRAND CENTRAL PARKWAY"
"2312","-73.7499971963","40.7734817287","37-001","B","237 STREET"
"2313","-73.895020239","40.7276882673","69-010","B","55 AVENUE"
"2314","-73.8173646598","40.6090635293","107","B","6 ROAD"
"2315","-74.00665793","40.6259458673","1150","B","68 STREET"
"2316","-74.0019449441","40.6234236295","1353","B","68 STREET"
"2317","-74.0147914343","40.6295105343","821","B","OVINGTON AVENUE"
"2318","-73.8334065899","40.7181325414","76-002","B","113 PLACE"
"2319","-73.8068571192","40.6876165529","138-019","B","HAWTREE CREEK ROAD"
"2320","-73.8209118631","40.6044370849","20","B","12 ROAD"
"2321","-73.7462102868","40.776303269","370","B","34 AVENUE"
"2322","-73.9946056806","40.769278468","760","B","12 AVENUE"
"2323","-73.7468885076","40.7764964621","349","B","34 AVENUE"
"2324","-73.7499673438","40.7784864415","318","B","30 AVENUE"
"2325","-73.7385372184","40.7693665237","43-008","B","250 STREET"
"2326","-73.8547711676","40.8988203885","685","B","EAST 238 STREET"
"2327","-73.751018075","40.7779655358","237-011","B","31 AVENUE"
"2328","-73.9260028956","40.6745127319","1700","B","BERGEN STREET"
"2329","-73.952930206","40.6772845736","1350","B","GRANT SQUARE"
"2330","-74.002728287","40.6235852412","1330","B","68 STREET"
"2331","-73.942347261","40.8269788976","8","B","ST NICHOLAS PLACE"
"2332","-74.1496844328","40.5526034089","25","B","LAMOKA AVENUE"
"2333","-74.0867910501","40.6083300743","437","B","DE KALB STREET"
"2334","-74.0868876793","40.6083883007","441","B","DE KALB STREET"
"2335","-74.0658700156","40.5958003363","88","B","JACKSON AVENUE"
"2336","-74.1859873679","40.5543059825","19","B","HALPIN AVENUE"
"2337","-73.7499455685","40.7798911403","240-046","B","28 AVENUE"
"2338","-73.7800377243","40.7631428626","38-034","B","206 STREET"
"2339","-73.7758187441","40.7152483427","187-002","B","87 DRIVE"
"2340","-73.8282502894","40.7963708288","1-022","B","MALBA DRIVE"
"2341","-73.750846579","40.7765582992","215","B","33 AVENUE"
"2342","-73.8924249564","40.5676886298","269","B","ROXBURY AVENUE"
"2343","-73.8875631572","40.7349268471","74-019","B","CALAMUS AVENUE"
"2344","-73.7500095841","40.7773962249","237-043","B","32 AVENUE"
"2345","-73.7749311203","40.7154363221","187-024","B","87 DRIVE"
"2346","-73.7499003237","40.7725813621","15","B","237 STREET"
"2347","-73.7825791439","40.7706681738","32-031","B","207 STREET"
"2348","-73.8296711853","40.7080982396","84-025","B","124 PLACE"
"2349","-73.8197697319","40.6717018904","113-016","B","109 AVENUE"
"2350","-73.8459524662","40.7837428946","15-016","B","122 STREET"
"2351","-73.747035145","40.7754721437","240-032","B","35 AVENUE"
"2352","-73.9093053574","40.7293380878","58-055","B","QUEENS MIDTOWN EXPRESSWAY SR N"
"2353","-73.8456740603","40.7840556282","15-001","B","122 STREET"
"2354","-73.9542365369","40.8117912433","405","B","DR M L KING JR BOULEVARD"
"2355","-73.7483265852","40.772512577","237","B","HILLSIDE AVENUE"
"2356","-73.7752783748","40.7504407079","50-028","B","204 STREET"
"2357","-74.0044698011","40.6245743098","1250","B","68 STREET"
"2358","-73.8435275641","40.8406919552","18","B","WESTCHESTER SQUARE"
"2359","-73.816780262","40.8229157726","495","B","THROGS NECK EXPRESSWAY SR"
"2360","-73.9561790218","40.5888852917","2539","B","SHEEPSHEAD BAY ROAD"
"2361","-73.7388283299","40.6692481068","234-014","B","138 AVENUE"
"2362","-73.7473989937","40.7754190461","316","B","35 AVENUE"
"2363","-73.7970256029","40.6873365063","111-019","B","LIVERPOOL STREET"
"2364","-73.8231972959","40.6019958139","61","B","16 ROAD"
"2365","-73.7510268748","40.7807210709","240-013","B","27 AVENUE"
"2366","-73.8063686306","40.8188273714","4249","B","EAST 177 STREET"
"2367","-73.8087549738","40.8195883822","4171","B","EAST 177 STREET"
"2368","-73.8314311122","40.7670131453","32-025","B","LINDEN STREET"
"2369","-73.7793686016","40.7646622245","36-045","B","207 STREET"
"2370","-73.7729081742","40.7486327139","53-051","B","205 STREET"
"2371","-73.8315747561","40.7673523715","32-015","B","LINDEN STREET"
"2372","-73.7758614102","40.7517132205","48-040","B","204 STREET"
"2373","-73.7385771685","40.7703654456","42-015","B","250 STREET"
"2374","-73.8529334864","40.83059923","2108","B","EAST 177 STREET"
"2375","-73.9658362562","40.577365267","45","B","BRIGHTON 1 TERRACE"
"2376","-73.8964491042","40.6346064886","1525","B","EAST 92 STREET"
"2377","-73.8564747838","40.899485627","635","B","EAST 238 STREET"
"2378","-73.8172455998","40.7161999045","141-025","B","GRAND CENTRAL PARKWAY"
"2379","-73.8459859433","40.7777918542","23-027","B","122 STREET"
"2380","-73.8815541323","40.7354408918","85-021","B","GRAND AVENUE"
"2381","-73.7472430493","40.7768370167","344","B","33 AVENUE"
"2382","-73.851578604","40.8301842294","2158","B","EAST 177 STREET"
"2383","-73.8914106221","40.7250905042","69-088","B","58 ROAD"
"2384","-73.8526865519","40.8305305527","2116","B","EAST 177 STREET"
"2385","-73.8963111013","40.634221294","1540","B","EAST 92 STREET"
"2386","-73.7674242161","40.6970284059","186-028","B","114 AVENUE"
"2387","-73.7382218458","40.7689061588","43-026","B","250 STREET"
"2388","-73.8150857659","40.7534220363","146-007","B","46 AVENUE"
"2389","-73.8335272267","40.7552884817","41-036","B","LAWRENCE STREET"
"2390","-73.8616972694","40.7191868605","85-053","B","FLEET STREET"
"2391","-73.747733139","40.7774760903","344","B","32 AVENUE"
"2392","-73.8221224447","40.7254804111","141-055","B","72 ROAD"
"2393","-74.0022083872","40.6235535994","1345","B","68 STREET"
"2394","-74.0028016796","40.6236243483","1326","B","68 STREET"
"2395","-73.9178949144","40.8531226605","1840","B","SEDGWICK AVENUE"
"2396","-73.8317157713","40.7090412442","121-023","B","82 DRIVE"
"2397","-73.7480791749","40.7766993541","320","B","33 AVENUE"
"2398","-73.8447990956","40.7868866369","11-041","B","123 STREET"
"2399","-73.8488644062","40.6875808604","94-014","B","94 STREET"
"2400","-73.7389283137","40.7699418114","42-028","B","250 STREET"
"2401","-73.8669411429","40.8483490175","1926","B","WHITE PLAINS ROAD"
"2402","-73.7287583611","40.6624938602","141-021","B","OCEAN AVENUE"
"2403","-73.7530167772","40.7762389465","235-035","B","33 AVENUE"
"2404","-73.8222210976","40.7256805097","141-047","B","72 ROAD"
"2405","-73.7499044215","40.7788171172","329","B","30 AVENUE"
"2406","-73.7747496751","40.7157887822","187-031","B","87 DRIVE"
"2407","-73.7443878291","40.7699312818","240-072","B","40 AVENUE"
"2408","-73.9598737028","40.8177051872","663","B","DR M L KING JR BOULEVARD"
"2409","-73.7508673175","40.7779919247","237-017","B","31 AVENUE"
"2410","-73.8421843438","40.8409334106","79","B","WESTCHESTER SQUARE"
"2411","-73.8174101602","40.6089308362","114","B","6 ROAD"
"2412","-73.8040789815","40.7086420441","87-010","B","PARSONS BOULEVARD"
"2413","-73.7783463873","40.7598740018","42-036","B","206 STREET"
"2414","-73.7506109314","40.7773209858","225","B","32 AVENUE"
"2415","-73.9282742081","40.8574023962","1663","B","ST NICHOLAS AVENUE"
"2416","-73.8620814562","40.7187742905","85-036","B","FLEET STREET"
"2417","-73.7966138326","40.6865037755","111-053","B","LIVERPOOL STREET"
"2418","-73.9592438476","40.7038303277","150","B","KEAP STREET"
"2419","-73.8117685168","40.7778370804","151-017","B","WILLETS POINT BOULEVARD"
"2420","-73.7684712982","40.7698097273","215-044","B","35 AVENUE"
"2421","-73.8263008962","40.7928989911","9","B","BOULEVARD"
"2422","-73.9541561261","40.8116159356","401","B","DR M L KING JR BOULEVARD"
"2423","-74.0020423097","40.6231872733","1358","B","68 STREET"
"2424","-73.8068635724","40.8174271642","4252","B","THROGS NECK EXPRESSWAY"
"2425","-73.8868817485","40.7345566417","74-037","B","CALAMUS AVENUE"
"2426","-73.7745088967","40.7488909553","53-028","B","204 STREET"
"2427","-73.7779182614","40.7621725895","40-009","B","207 STREET"
"2428","-73.7804515535","40.7666202911","35-023","B","207 STREET"
"2429","-73.7783660387","40.7144607791","87-022","B","DALNY ROAD"
"2430","-73.7786206599","40.7604733074","42-012","B","206 STREET"
"2431","-73.8181309176","40.8295725004","748","B","THROGS NECK EXPRESSWAY SR"
"2432","-73.8285048409","40.7917358486","28","B","BOULEVARD"
"2433","-73.7973036199","40.687221652","111-022","B","LIVERPOOL STREET"
"2434","-73.7511234946","40.7769168439","237-010","B","32 AVENUE"
"2435","-73.7523015962","40.7297368361","216-017","B","GRAND CENTRAL PARKWAY"
"2436","-73.8564698809","40.831677113","2008","B","EAST 177 STREET"
"2437","-73.7826901743","40.7708832415","32-023","B","207 STREET"
"2438","-73.7468278879","40.7754756596","334","B","35 AVENUE"
"2439","-73.9816595184","40.642901425","111","B","STORY COURT"
"2440","-73.9562232776","40.5890207163","2533","B","SHEEPSHEAD BAY ROAD"
"2441","-73.9605326528","40.7014445225","66","B","HEWES STREET"
"2442","-73.7386326264","40.7705442037","42-003","B","250 STREET"
"2443","-73.8435427665","40.8411735818","32","B","WESTCHESTER SQUARE"
"2444","-73.8455043505","40.7882118047","9-041","B","122 STREET"
"2445","-73.7527771971","40.778790169","235-033","B","30 AVENUE"
"2446","-73.8602864296","40.7192349409","85-082","B","FLEET STREET"
"2447","-73.951401038","40.7110470908","495","B","BORINQUEN PLACE"
"2448","-73.8227299213","40.7254580537","141-022","B","72 ROAD"
"2449","-73.7502873983","40.7756419227","237-016","B","34 AVENUE"
"2450","-73.7474995182","40.7757010005","321","B","35 AVENUE"
"2451","-73.8223818341","40.6031603877","48","B","14 ROAD"
"2452","-73.8164812506","40.6073019311","211","B","8 ROAD"
"2453","-74.0014834918","40.6231527316","1373","B","68 STREET"
"2454","-73.8221398945","40.6047088602","47","B","12 ROAD"
"2455","-73.843545174","40.8411835243","34","B","WESTCHESTER SQUARE"
"2456","-73.9972363986","40.6204369756","1572","B","OVINGTON AVENUE"
"2457","-73.8283172982","40.7902255248","141-019","B","CENTER DRIVE"
"2458","-73.7744095354","40.7486830337","53-036","B","204 STREET"
"2459","-73.8571483848","40.8075797377","1540","B","UNDERHILL AVENUE"
"2460","-73.7504833226","40.7808351006","333","B","27 AVENUE"
"2461","-73.8167371751","40.6089446924","123","B","6 ROAD"
"2462","-73.77449048","40.7518899584","48-047","B","205 STREET"
"2463","-73.8172904067","40.6090392742","109","B","6 ROAD"
"2464","-74.1231143528","40.6099205356","45","B","NORTH GANNON AVENUE"
"2465","-74.2121752216","40.5493059469","84","B","ARROWOOD COURT"
"2466","-74.1665311971","40.6181659493","23","B","CASWELL AVENUE"
"2467","-74.1134276871","40.6064770153","512","B","STATEN ISLAND BOULEVARD"
"2468","-74.1019902707","40.5584623611","8","B","CEDAR GROVE BEACH PLACE"
"2469","-74.1021589345","40.5582545816","10","B","CEDAR GROVE BEACH PLACE"
"2470","-74.1550201432","40.5531908641","163","B","COLON AVENUE"
"2471","-74.1548570715","40.5528875238","147","B","COLON AVENUE"
"2472","-73.7969674065","40.6872220968","111-025","B","LIVERPOOL STREET"
"2473","-73.8459376162","40.7845122704","14-054","B","122 STREET"
"2474","-73.8357394983","40.7084328793","134","B","82 DRIVE"
"2475","-73.8960292972","40.7243298495","57-038","B","68 STREET"
"2476","-73.8273119993","40.790260227","44","B","CENTER DRIVE"
"2477","-73.7534554579","40.7764622869","235-036","B","32 ROAD"
"2478","-73.8166317322","40.7046442204","87-053","B","VAN WYCK EXPRESSWAY"
"2479","-73.8669134242","40.8484215183","1928","B","WHITE PLAINS ROAD"
"2480","-73.7464253094","40.776265923","240-064","B","34 AVENUE"
"2481","-73.845452851","40.7870841165","11-031","B","122 STREET"
"2482","-73.9549593252","40.8121388006","425","B","DR M L KING JR BOULEVARD"
"2483","-73.8594743663","40.7422334523","102-013","B","51 AVENUE"
"2484","-73.8219868492","40.8339909074","1028","B","THROGS NECK EXPRESSWAY SR"
"2485","-74.0004154089","40.6222724458","1432","B","68 STREET"
"2486","-73.9564684642","40.5900640323","2481","B","SHEEPSHEAD BAY ROAD"
"2487","-73.9997226931","40.6218813617","1460","B","68 STREET"
"2488","-73.8142294378","40.7539671007","146-039","B","46 AVENUE"
"2489","-73.7966928091","40.6866647952","111-047","B","LIVERPOOL STREET"
"2490","-73.8436028952","40.7148798577","104-032","B","72 ROAD"
"2491","-74.0060562504","40.6258775532","1165","B","68 STREET"
"2492","-73.9992896182","40.621634338","1474","B","68 STREET"
"2493","-73.8213621869","40.6032280493","25","B","14 ROAD"
